"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 11, 2019","15.885","15.735","15.735","15.735","0.00K","-2.38%"
"Apr 10, 2019","16.272","15.655","15.700","15.630","0.33K","0.22%"
"Apr 09, 2019","16.237","15.875","15.875","15.875","0.00K","-0.04%"
"Apr 08, 2019","16.244","15.560","15.680","15.555","0.39K","7.66%"
"Apr 07, 2019","15.088","15.078","15.107","15.078","-","-6.34%"
"Apr 05, 2019","16.109","15.715","15.715","15.715","0.05K","0.04%"
"Apr 04, 2019","16.102","15.500","15.500","15.500","0.05K","-0.12%"
"Apr 03, 2019","16.121","15.535","15.535","15.515","0.27K","0.24%"
"Apr 02, 2019","16.082","15.400","15.400","15.400","0.00K","-0.15%"
"Apr 01, 2019","16.106","15.550","15.555","15.545","0.22K","6.57%"
"Mar 31, 2019","15.113","15.102","15.133","15.098","-","-6.22%"
"Mar 29, 2019","16.115","15.510","15.510","15.510","0.04K","0.90%"
"Mar 28, 2019","15.972","15.625","15.625","15.625","0.10K","-2.10%"
"Mar 27, 2019","16.314","15.630","15.650","15.455","0.05K","-0.97%"
"Mar 26, 2019","16.473","15.725","15.725","15.590","0.00K","-0.81%"
"Mar 25, 2019","16.608","15.615","15.765","15.580","0.05K","7.79%"
"Mar 24, 2019","15.408","15.438","15.447","15.408","-","-6.33%"
"Mar 22, 2019","16.450","15.880","15.880","15.880","0.01K","-0.26%"
"Mar 21, 2019","16.493","16.010","16.010","15.905","0.06K","0.71%"
"Mar 20, 2019","16.376","15.980","15.980","15.980","0.00K","-0.34%"
"Mar 19, 2019","16.432","15.865","15.865","15.865","0.12K","0.30%"
"Mar 18, 2019","16.383","15.450","15.595","15.450","0.11K","7.30%"
"Mar 17, 2019","15.268","15.287","15.310","15.268","-","-6.82%"
"Mar 15, 2019","16.386","15.660","15.660","15.660","0.00K","0.95%"
"Mar 14, 2019","16.232","15.725","15.740","15.725","0.10K","-1.76%"
"Mar 13, 2019","16.522","15.660","15.730","15.630","0.83K","0.27%"
"Mar 12, 2019","16.478","15.910","15.910","15.910","0.00K","0.85%"
"Mar 11, 2019","16.339","15.690","15.690","15.690","0.05K","6.53%"
"Mar 10, 2019","15.338","15.352","15.352","15.322","-","-6.55%"
"Mar 08, 2019","16.413","15.760","15.810","15.760","0.02K","1.94%"
"Mar 07, 2019","16.101","15.500","15.550","15.485","0.04K","-0.27%"
"Mar 06, 2019","16.144","15.740","15.740","15.740","0.00K","-0.16%"
"Mar 05, 2019","16.170","15.550","15.585","15.550","0.04K","-0.01%"
"Mar 04, 2019","16.171","15.820","15.820","15.820","0.00K","6.67%"
"Mar 03, 2019","15.160","15.300","15.300","15.117","-","-7.12%"
"Mar 01, 2019","16.322","15.975","16.025","15.825","0.01K","-2.24%"
"Feb 28, 2019","16.696","16.315","16.315","16.110","0.11K","-0.79%"
"Feb 27, 2019","16.829","16.625","16.625","16.545","0.00K","-0.91%"
"Feb 26, 2019","16.983","16.125","16.175","16.030","0.42K","0.02%"
"Feb 25, 2019","16.980","16.225","16.225","16.100","0.54K","6.91%"
"Feb 24, 2019","15.883","15.880","15.893","15.867","-","-6.87%"
"Feb 22, 2019","17.055","17.100","17.100","17.100","0.00K","0.62%"
"Feb 21, 2019","16.950","17.255","17.255","17.255","0.00K","-2.18%"
"Feb 20, 2019","17.327","16.570","16.735","16.570","0.02K","1.24%"
"Feb 19, 2019","17.114","16.335","16.340","16.300","0.01K","8.41%"
"Feb 18, 2019","15.787","15.752","15.828","15.738","-","0.25%"
"Feb 17, 2019","15.748","15.752","15.760","15.742","-","-6.76%"
"Feb 15, 2019","16.889","15.955","16.045","15.845","0.22K","1.31%"
"Feb 14, 2019","16.670","16.115","16.115","16.020","0.01K","-0.72%"
"Feb 13, 2019","16.791","15.980","16.050","15.875","0.02K","-0.30%"
"Feb 12, 2019","16.842","16.055","16.095","15.945","1.46K","-0.03%"
"Feb 11, 2019","16.847","16.080","16.080","15.945","0.29K","6.51%"
"Feb 10, 2019","15.818","15.822","15.822","15.785","-","-6.77%"
"Feb 08, 2019","16.967","16.060","16.130","16.025","0.54K","0.59%"
"Feb 07, 2019","16.868","15.950","16.010","15.930","0.05K","0.09%"
"Feb 06, 2019","16.853","16.035","16.110","15.935","0.16K","-0.79%"
"Feb 05, 2019","16.988","16.410","16.445","16.410","0.00K","-0.29%"
"Feb 04, 2019","17.038","15.985","16.165","15.985","0.00K","7.08%"
"Feb 03, 2019","15.912","15.910","15.932","15.902","-","-6.83%"
"Feb 01, 2019","17.078","16.525","16.525","16.525","0.01K","-0.81%"
"Jan 31, 2019","17.217","16.680","16.725","16.625","0.03K","0.85%"
"Jan 30, 2019","17.072","16.135","16.235","16.135","1.38K","0.52%"
"Jan 29, 2019","16.984","16.020","16.130","16.020","0.22K","0.49%"
"Jan 28, 2019","16.902","15.925","16.035","15.925","0.09K","7.44%"
"Jan 27, 2019","15.732","15.758","15.765","15.732","-","-6.55%"
"Jan 25, 2019","16.834","15.845","15.945","15.845","0.21K","2.52%"
"Jan 24, 2019","16.421","15.635","15.635","15.560","0.02K","-0.49%"
"Jan 23, 2019","16.502","15.955","15.955","15.955","0.00K","0.36%"
"Jan 22, 2019","16.442","15.785","15.800","15.785","0.00K","7.58%"
"Jan 21, 2019","15.283","15.363","15.383","15.207","-","-0.52%"
"Jan 20, 2019","15.363","15.360","15.395","15.357","-","-7.01%"
"Jan 18, 2019","16.521","15.980","15.980","15.950","0.01K","-0.84%"
"Jan 17, 2019","16.661","16.175","16.175","16.055","0.01K","-0.60%"
"Jan 16, 2019","16.761","15.820","15.915","15.820","0.12K","0.11%"
"Jan 15, 2019","16.742","16.220","16.220","16.220","0.00K","-0.40%"
"Jan 14, 2019","16.810","16.115","16.115","16.115","0.00K","7.50%"
"Jan 13, 2019","15.637","15.635","15.652","15.633","-","-6.79%"
"Jan 11, 2019","16.776","16.130","16.240","16.130","0.10K","0.07%"
"Jan 10, 2019","16.764","16.290","16.290","16.220","0.01K","-0.52%"
"Jan 09, 2019","16.852","16.015","16.020","15.990","0.42K","0.14%"
"Jan 08, 2019","16.829","15.925","16.000","15.915","0.49K","-0.20%"
"Jan 07, 2019","16.863","16.115","16.130","16.085","0.05K","7.03%"
"Jan 06, 2019","15.755","15.770","15.805","15.752","-","-6.74%"
"Jan 04, 2019","16.894","16.140","16.140","16.000","0.53K","-0.07%"
"Jan 03, 2019","16.906","16.140","16.140","16.140","0.01K","0.91%"
"Jan 02, 2019","16.754","15.715","15.925","15.710","0.05K","7.93%"
"Jan 01, 2019","15.523","15.560","15.560","15.515","-","-6.72%"
"Dec 31, 2018","16.642","15.970","15.970","15.970","0.03K","7.80%"
"Dec 30, 2018","15.438","15.457","15.457","15.420","-","-6.66%"
"Dec 28, 2018","16.539","15.630","15.690","15.630","0.05K","0.75%"
"Dec 27, 2018","16.416","15.455","15.545","15.395","0.19K","1.13%"
"Dec 26, 2018","16.233","15.435","15.490","15.405","0.00K","9.59%"
"Dec 25, 2018","14.812","14.835","14.875","14.812","-","-6.98%"
"Dec 24, 2018","15.923","15.035","15.035","15.035","0.03K","8.15%"
"Dec 23, 2018","14.723","14.732","14.738","14.715","-","-6.87%"
"Dec 21, 2018","15.809","15.275","15.275","15.275","0.00K","-1.14%"
"Dec 20, 2018","15.991","15.045","15.045","15.045","0.06K","0.32%"
"Dec 19, 2018","15.940","15.000","15.130","14.915","0.16K","0.74%"
"Dec 18, 2018","15.823","14.950","15.000","14.950","0.13K","-0.43%"
"Dec 17, 2018","15.891","14.920","15.010","14.915","0.05K","8.57%"
"Dec 16, 2018","14.637","14.623","14.648","14.620","-","-7.17%"
"Dec 14, 2018","15.768","14.940","14.945","14.935","0.17K","-1.38%"
"Dec 13, 2018","15.989","15.055","15.120","15.050","0.50K","0.01%"
"Dec 12, 2018","15.988","14.985","15.125","14.985","0.05K","1.39%"
"Dec 11, 2018","15.769","15.025","15.070","14.875","0.63K","0.15%"
"Dec 10, 2018","15.746","14.880","14.940","14.845","0.46K","7.14%"
"Dec 09, 2018","14.697","14.735","14.735","14.697","-","-7.42%"
"Dec 07, 2018","15.875","14.940","14.965","14.905","0.05K","1.15%"
"Dec 06, 2018","15.694","14.805","14.805","14.695","0.03K","-0.49%"
"Dec 05, 2018","15.772","14.670","14.700","14.580","0.58K","-0.36%"
"Dec 04, 2018","15.829","14.880","14.880","14.870","0.15K","0.87%"
"Dec 03, 2018","15.693","14.730","14.880","14.730","0.23K","9.66%"
"Dec 02, 2018","14.310","14.305","14.355","14.290","-","-7.11%"
"Nov 30, 2018","15.406","14.600","14.600","14.390","0.34K","-1.21%"
"Nov 29, 2018","15.594","14.665","14.735","14.635","0.18K","-0.35%"
"Nov 28, 2018","15.649","14.555","14.555","14.555","0.24K","1.52%"
"Nov 27, 2018","15.415","14.610","14.620","14.485","0.03K","-0.83%"
"Nov 26, 2018","15.544","14.640","14.650","14.620","0.01K","7.94%"
"Nov 25, 2018","14.400","14.405","14.425","14.390","-","-7.50%"
"Nov 23, 2018","15.567","14.660","14.660","14.660","0.21K","7.58%"
"Nov 22, 2018","14.470","14.475","14.520","14.435","-","-8.56%"
"Nov 21, 2018","15.825","15.155","15.155","15.155","0.00K","1.55%"
"Nov 20, 2018","15.583","14.795","14.795","14.795","0.06K","-1.05%"
"Nov 19, 2018","15.748","14.755","14.755","14.755","0.05K","9.44%"
"Nov 18, 2018","14.390","14.400","14.400","14.375","-","-8.62%"
"Nov 16, 2018","15.748","14.670","14.780","14.670","0.03K","0.76%"
"Nov 15, 2018","15.629","14.640","14.715","14.640","0.15K","1.23%"
"Nov 14, 2018","15.439","14.395","14.395","14.360","0.05K","0.67%"
"Nov 13, 2018","15.336","14.615","14.615","14.615","0.00K","-0.22%"
"Nov 12, 2018","15.370","14.485","14.485","14.485","0.13K","8.55%"
"Nov 11, 2018","14.160","14.130","14.160","14.130","-","-8.62%"
"Nov 09, 2018","15.495","14.670","14.675","14.495","0.02K","-1.77%"
"Nov 08, 2018","15.775","14.915","14.920","14.910","0.09K","-0.90%"
"Nov 07, 2018","15.918","15.050","15.050","15.050","0.06K","0.49%"
"Nov 06, 2018","15.840","14.850","14.895","14.705","0.63K","-0.89%"
"Nov 05, 2018","15.982","14.960","14.960","14.835","0.63K","8.24%"
"Nov 04, 2018","14.765","14.745","14.770","14.745","-","-8.22%"
"Nov 02, 2018","16.088","14.870","15.095","14.870","0.94K","-0.11%"
"Nov 01, 2018","16.106","14.475","14.990","14.475","0.59K","3.23%"
"Oct 31, 2018","15.602","14.860","14.860","14.645","0.01K","-1.13%"
"Oct 30, 2018","15.780","14.795","14.795","14.795","0.02K","0.11%"
"Oct 29, 2018","15.763","14.895","14.970","14.620","0.33K","7.16%"
"Oct 28, 2018","14.710","14.720","14.740","14.710","-","-8.17%"
"Oct 26, 2018","16.018","15.050","15.050","15.050","0.01K","0.43%"
"Oct 25, 2018","15.949","14.955","14.970","14.825","0.42K","-0.28%"
"Oct 24, 2018","15.994","14.970","14.970","14.885","0.30K","-0.76%"
"Oct 23, 2018","16.116","14.870","15.030","14.870","0.40K","1.34%"
"Oct 22, 2018","15.903","14.885","14.885","14.775","0.09K","8.44%"
"Oct 21, 2018","14.665","14.680","14.680","14.655","-","-8.15%"
"Oct 19, 2018","15.966","14.805","14.930","14.805","0.35K","0.32%"
"Oct 18, 2018","15.915","14.805","14.845","14.720","0.50K","-0.39%"
"Oct 17, 2018","15.977","14.890","14.935","14.835","0.23K","-0.21%"
"Oct 16, 2018","16.011","15.080","15.080","15.040","0.00K","-0.17%"
"Oct 15, 2018","16.039","14.860","14.985","14.845","0.39K","9.41%"
"Oct 14, 2018","14.660","14.620","14.675","14.620","-","-8.05%"
"Oct 12, 2018","15.944","14.975","14.975","14.975","0.01K","0.12%"
"Oct 11, 2018","15.925","14.775","14.870","14.775","0.20K","1.94%"
"Oct 10, 2018","15.622","14.765","14.765","14.735","0.02K","-0.41%"
"Oct 09, 2018","15.686","14.715","14.775","14.715","0.03K","0.49%"
"Oct 08, 2018","15.609","14.835","14.835","14.835","0.02K","6.33%"
"Oct 07, 2018","14.680","14.665","14.695","14.665","-","-7.88%"
"Oct 05, 2018","15.936","15.010","15.010","15.010","0.14K","0.68%"
"Oct 04, 2018","15.829","14.860","14.960","14.770","1.25K","-0.47%"
"Oct 03, 2018","15.903","15.070","15.070","15.070","0.00K","-0.13%"
"Oct 02, 2018","15.923","15.270","15.270","15.090","0.07K","1.21%"
"Oct 01, 2018","15.733","14.815","14.815","14.585","0.69K","7.14%"
"Sep 30, 2018","14.685","14.690","14.720","14.685","-","-7.83%"
"Sep 28, 2018","15.933","14.500","14.910","14.475","0.38K","2.76%"
"Sep 27, 2018","15.505","14.590","14.590","14.590","0.01K","-0.72%"
"Sep 26, 2018","15.617","14.760","14.760","14.760","0.00K","-0.59%"
"Sep 25, 2018","15.709","14.535","14.710","14.535","0.51K","1.02%"
"Sep 24, 2018","15.550","14.615","14.635","14.600","0.01K","8.74%"
"Sep 23, 2018","14.300","14.325","14.330","14.295","-","-8.15%"
"Sep 21, 2018","15.569","14.750","14.750","14.750","0.00K","0.35%"
"Sep 20, 2018","15.515","14.510","14.545","14.475","0.23K","0.16%"
"Sep 19, 2018","15.490","14.370","14.495","14.365","0.11K","0.56%"
"Sep 18, 2018","15.403","14.440","14.440","14.340","0.48K","-0.27%"
"Sep 17, 2018","15.444","14.370","14.420","14.370","0.25K","9.69%"
"Sep 16, 2018","14.080","14.095","14.100","14.070","-","-8.34%"
"Sep 14, 2018","15.361","14.490","14.490","14.325","0.49K","-0.69%"
"Sep 13, 2018","15.468","14.525","14.525","14.435","0.44K","-0.26%"
"Sep 12, 2018","15.509","14.310","14.470","14.310","1.36K","0.94%"
"Sep 11, 2018","15.365","14.335","14.475","14.325","0.00K","-0.15%"
"Sep 10, 2018","15.388","14.400","14.400","14.360","0.81K","8.40%"
"Sep 09, 2018","14.195","14.170","14.205","14.170","-","-7.63%"
"Sep 07, 2018","15.368","14.365","14.460","14.310","0.80K","-0.03%"
"Sep 06, 2018","15.372","14.915","14.915","14.915","0.00K","-0.29%"
"Sep 05, 2018","15.417","14.545","14.545","14.545","0.00K","0.21%"
"Sep 04, 2018","15.385","14.800","14.800","14.800","0.01K","5.96%"
"Sep 03, 2018","14.520","14.560","14.590","14.430","-","-0.27%"
"Sep 02, 2018","14.560","14.565","14.575","14.550","-","-7.84%"
"Aug 31, 2018","15.799","14.775","14.830","14.735","0.19K","-0.24%"
"Aug 30, 2018","15.837","14.900","14.900","14.770","0.05K","-1.35%"
"Aug 29, 2018","16.053","15.000","15.000","14.910","0.08K","-0.49%"
"Aug 28, 2018","16.132","15.400","15.400","15.370","0.01K","-0.38%"
"Aug 27, 2018","16.194","15.060","15.150","15.055","0.13K","9.20%"
"Aug 26, 2018","14.830","14.835","14.840","14.800","-","-8.05%"
"Aug 24, 2018","16.129","14.835","15.105","14.835","0.45K","1.70%"
"Aug 23, 2018","15.859","15.305","15.305","15.305","0.00K","-1.31%"
"Aug 22, 2018","16.069","15.010","15.035","15.000","0.14K","-0.05%"
"Aug 21, 2018","16.077","15.030","15.030","15.030","0.05K","0.61%"
"Aug 20, 2018","15.979","14.985","15.000","14.935","0.19K","8.22%"
"Aug 19, 2018","14.765","14.750","14.775","14.740","-","-7.41%"
"Aug 17, 2018","15.946","14.890","14.910","14.890","0.11K","-0.52%"
"Aug 16, 2018","16.029","14.885","15.035","14.885","0.02K","1.81%"
"Aug 15, 2018","15.744","15.255","15.255","14.705","0.06K","-4.22%"
"Aug 14, 2018","16.438","15.330","15.355","15.320","0.07K","0.28%"
"Aug 13, 2018","16.392","15.490","15.530","15.270","0.19K","6.96%"
"Aug 12, 2018","15.325","15.310","15.345","15.310","-","-8.28%"
"Aug 10, 2018","16.708","15.695","15.710","15.580","0.15K","-1.00%"
"Aug 09, 2018","16.876","15.795","15.800","15.740","0.19K","0.21%"
"Aug 08, 2018","16.840","15.645","15.725","15.640","0.15K","0.37%"
"Aug 07, 2018","16.778","15.775","15.775","15.650","0.13K","0.17%"
"Aug 06, 2018","16.749","15.635","15.635","15.585","0.05K","8.37%"
"Aug 05, 2018","15.455","15.425","15.455","15.425","-","-8.38%"
"Aug 03, 2018","16.869","15.560","15.765","15.560","0.11K","0.48%"
"Aug 02, 2018","16.789","15.875","15.875","15.875","0.02K","-0.52%"
"Aug 01, 2018","16.876","15.865","15.865","15.865","0.00K","-0.61%"
"Jul 31, 2018","16.979","15.870","15.885","15.870","0.00K","0.15%"
"Jul 30, 2018","16.953","15.805","15.830","15.805","0.01K","9.30%"
"Jul 29, 2018","15.510","15.500","15.530","15.490","-","-8.27%"
"Jul 27, 2018","16.908","15.665","15.775","15.655","0.02K","-0.01%"
"Jul 26, 2018","16.909","15.850","15.850","15.700","0.06K","-0.58%"
"Jul 25, 2018","17.008","16.060","16.060","16.055","0.08K","0.38%"
"Jul 24, 2018","16.943","16.095","16.105","16.000","0.01K","0.55%"
"Jul 23, 2018","16.851","15.690","15.690","15.690","0.05K","8.40%"
"Jul 22, 2018","15.545","15.555","15.555","15.515","-","-8.46%"
"Jul 20, 2018","16.981","15.840","15.840","15.840","0.01K","0.86%"
"Jul 19, 2018","16.837","15.700","15.700","15.585","0.08K","-1.10%"
"Jul 18, 2018","17.024","15.735","15.735","15.735","0.04K","-0.29%"
"Jul 17, 2018","17.073","16.065","16.065","15.935","0.22K","-1.18%"
"Jul 16, 2018","17.277","16.150","16.150","16.135","0.08K","9.11%"
"Jul 15, 2018","15.835","15.805","15.855","15.805","-","-8.37%"
"Jul 13, 2018","17.282","16.115","16.115","16.115","0.26K","-0.94%"
"Jul 12, 2018","17.446","16.155","16.310","16.155","0.40K","0.96%"
"Jul 11, 2018","17.280","16.290","16.290","16.160","0.36K","-1.62%"
"Jul 10, 2018","17.565","16.595","16.595","16.595","0.00K","-0.28%"
"Jul 09, 2018","17.614","16.455","16.465","16.450","0.40K","9.40%"
"Jul 08, 2018","16.100","16.070","16.100","16.070","-","-8.20%"
"Jul 06, 2018","17.538","16.385","16.385","16.380","0.07K","-0.13%"
"Jul 05, 2018","17.561","16.075","16.105","15.895","0.21K","8.87%"
"Jul 04, 2018","16.130","16.080","16.195","16.040","-","-7.86%"
"Jul 03, 2018","17.506","16.350","16.350","16.345","0.06K","1.20%"
"Jul 02, 2018","17.298","16.220","16.225","16.135","0.07K","7.04%"
"Jul 01, 2018","16.160","16.145","16.180","16.135","-","-8.56%"
"Jun 29, 2018","17.673","15.965","16.115","15.910","2.77K","0.91%"
"Jun 28, 2018","17.514","16.460","16.460","16.330","0.00K","-1.11%"
"Jun 27, 2018","17.710","16.550","16.555","16.440","0.02K","-0.53%"
"Jun 26, 2018","17.804","16.685","16.685","16.685","0.01K","-0.45%"
"Jun 25, 2018","17.885","16.815","16.815","16.720","0.01K","8.56%"
"Jun 24, 2018","16.475","16.455","16.485","16.435","-","-8.56%"
"Jun 22, 2018","18.018","16.800","16.800","16.800","0.01K","0.74%"
"Jun 21, 2018","17.886","16.306","16.306","16.306","-","0.12%"
"Jun 20, 2018","17.865","16.289","16.289","16.289","-","-0.09%"
"Jun 19, 2018","17.881","16.730","16.735","16.730","0.00K","-0.68%"
"Jun 18, 2018","18.003","16.880","16.880","16.880","0.00K","8.55%"
"Jun 17, 2018","16.585","16.545","16.590","16.540","-","-8.11%"
"Jun 15, 2018","18.049","17.180","17.220","16.625","0.02K","-4.23%"
"Jun 14, 2018","18.846","17.120","17.285","17.115","0.10K","1.44%"
"Jun 13, 2018","18.578","17.480","17.480","17.480","0.01K","0.55%"
"Jun 12, 2018","18.476","16.849","16.849","16.849","-","-0.34%"
"Jun 11, 2018","18.539","16.870","16.910","16.870","0.02K","10.45%"
"Jun 10, 2018","16.785","16.820","16.825","16.770","-","-8.41%"
"Jun 08, 2018","18.326","16.735","16.760","16.735","0.02K","-0.40%"
"Jun 07, 2018","18.400","17.315","17.315","17.315","0.00K","0.65%"
"Jun 06, 2018","18.281","16.465","16.465","16.455","0.09K","0.78%"
"Jun 05, 2018","18.140","16.355","16.495","16.355","0.02K","0.55%"
"Jun 04, 2018","18.040","16.379","16.379","16.379","0.04K","9.93%"
"Jun 03, 2018","16.410","16.430","16.430","16.405","-","-9.08%"
"Jun 01, 2018","18.048","16.880","16.880","16.880","0.14K","-0.06%"
"May 31, 2018","18.059","16.500","16.500","16.500","0.07K","-0.48%"
"May 30, 2018","18.147","16.340","16.505","16.260","0.40K","0.98%"
"May 29, 2018","17.971","16.400","16.400","16.400","0.13K","8.95%"
"May 28, 2018","16.495","16.510","16.525","16.440","-","-0.09%"
"May 27, 2018","16.510","16.530","16.530","16.490","-","-9.23%"
"May 25, 2018","18.188","16.550","16.550","16.535","0.06K","-0.91%"
"May 24, 2018","18.355","17.270","17.270","17.230","0.01K","1.57%"
"May 23, 2018","18.072","16.295","16.295","16.285","0.03K","-0.96%"
"May 22, 2018","18.247","16.540","16.540","16.540","0.07K","0.30%"
"May 21, 2018","18.192","16.450","16.460","16.450","0.02K","10.56%"
"May 20, 2018","16.455","16.465","16.470","16.425","-","-9.25%"
"May 18, 2018","18.132","16.380","16.405","16.380","0.03K","-0.16%"
"May 17, 2018","18.161","16.830","16.830","16.830","0.01K","0.70%"
"May 16, 2018","18.034","16.297","16.297","16.297","0.05K","0.71%"
"May 15, 2018","17.906","16.720","16.720","16.720","0.00K","-2.12%"
"May 14, 2018","18.293","16.650","16.650","16.550","0.07K","9.38%"
"May 13, 2018","16.725","16.700","16.730","16.685","-","-9.13%"
"May 11, 2018","18.406","16.725","16.725","16.725","0.03K","0.10%"
"May 10, 2018","18.388","16.460","16.685","16.455","0.04K","1.21%"
"May 09, 2018","18.169","16.515","16.515","16.455","0.15K","0.36%"
"May 08, 2018","18.104","16.975","16.975","16.945","0.00K","-0.08%"
"May 07, 2018","18.118","16.955","16.955","16.955","0.00K","9.57%"
"May 06, 2018","16.535","16.560","16.565","16.535","-","-8.70%"
"May 04, 2018","18.110","16.935","16.935","16.935","0.00K","0.42%"
"May 03, 2018","18.034","16.370","16.530","16.340","0.64K","0.41%"
"May 02, 2018","17.961","16.760","16.760","16.760","0.00K","1.41%"
"May 01, 2018","17.712","16.280","16.285","16.000","1.41K","-1.56%"
"Apr 30, 2018","17.993","16.475","16.485","16.140","1.57K","9.35%"
"Apr 29, 2018","16.455","16.475","16.475","16.455","-","-9.05%"
"Apr 27, 2018","18.092","16.950","16.950","16.950","0.00K","-0.43%"
"Apr 26, 2018","18.171","16.960","16.960","16.960","0.00K","-0.05%"
"Apr 25, 2018","18.180","17.020","17.020","17.020","0.00K","-1.08%"
"Apr 24, 2018","18.379","17.210","17.210","17.210","0.00K","0.70%"
"Apr 23, 2018","18.252","17.430","17.430","17.155","0.00K","6.83%"
"Apr 22, 2018","17.085","17.115","17.135","17.070","-","-9.12%"
"Apr 20, 2018","18.799","17.730","17.730","17.730","0.00K","-0.42%"
"Apr 19, 2018","18.879","17.170","17.170","17.170","0.00K","-0.08%"
"Apr 18, 2018","18.894","17.705","17.705","17.705","0.00K","2.57%"
"Apr 17, 2018","18.420","16.772","16.772","16.772","-","0.54%"
"Apr 16, 2018","18.321","16.662","16.662","16.662","0.12K","10.20%"
"Apr 15, 2018","16.625","16.660","16.670","16.565","-","-9.20%"
"Apr 13, 2018","18.310","16.628","16.628","16.628","-","1.08%"
"Apr 12, 2018","18.115","16.615","16.615","16.600","0.00K","-1.61%"
"Apr 11, 2018","18.411","16.738","16.738","16.738","-","0.95%"
"Apr 10, 2018","18.238","16.410","16.565","16.410","0.01K","0.26%"
"Apr 09, 2018","18.190","17.065","17.065","17.065","0.03K","11.02%"
"Apr 08, 2018","16.385","16.390","16.405","16.375","-","-9.17%"
"Apr 06, 2018","18.039","16.880","16.880","16.880","0.01K","0.02%"
"Apr 05, 2018","18.036","16.200","16.305","16.190","0.01K","0.53%"
"Apr 04, 2018","17.941","16.930","16.930","16.880","0.01K","-0.84%"
"Apr 03, 2018","18.093","16.347","16.347","16.347","-","-1.58%"
"Apr 02, 2018","18.383","16.940","17.010","16.940","0.01K","12.26%"
"Apr 01, 2018","16.375","16.335","16.395","16.325","-","-8.92%"
"Mar 29, 2018","17.978","16.250","16.250","16.210","0.04K","0.05%"
"Mar 28, 2018","17.969","16.450","16.450","16.195","0.08K","-1.67%"
"Mar 27, 2018","18.275","16.505","16.505","16.505","0.00K","-0.78%"
"Mar 26, 2018","18.418","17.150","17.150","17.150","0.00K","10.85%"
"Mar 25, 2018","16.615","16.560","16.655","16.560","-","-9.27%"
"Mar 23, 2018","18.313","17.160","17.210","17.155","0.01K","1.10%"
"Mar 22, 2018","18.114","16.490","16.505","16.490","0.00K","-0.19%"
"Mar 21, 2018","18.148","16.385","16.530","16.385","0.08K","1.34%"
"Mar 20, 2018","17.908","16.730","16.765","16.730","0.04K","-0.69%"
"Mar 19, 2018","18.032","16.165","16.260","16.165","0.14K","10.63%"
"Mar 18, 2018","16.300","16.315","16.335","16.280","-","-9.34%"
"Mar 16, 2018","17.979","16.840","16.840","16.840","0.00K","-0.82%"
"Mar 15, 2018","18.127","17.010","17.010","17.010","0.00K","-0.69%"
"Mar 14, 2018","18.253","17.110","17.110","17.110","0.03K","-0.51%"
"Mar 13, 2018","18.346","17.115","17.115","17.115","0.01K","0.54%"
"Mar 12, 2018","18.248","16.565","16.565","16.390","0.05K","9.80%"
"Mar 11, 2018","16.620","16.590","16.635","16.590","-","-9.29%"
"Mar 09, 2018","18.322","17.230","17.230","17.230","0.00K","0.64%"
"Mar 08, 2018","18.205","16.440","16.465","16.375","0.07K","0.07%"
"Mar 07, 2018","18.192","16.640","16.640","16.400","0.03K","-1.57%"
"Mar 06, 2018","18.483","16.370","16.810","16.370","0.34K","2.07%"
"Mar 05, 2018","18.109","17.155","17.165","17.080","0.03K","9.52%"
"Mar 04, 2018","16.535","16.540","16.560","16.505","-","-8.95%"
"Mar 02, 2018","18.161","16.390","16.495","16.360","0.08K","1.12%"
"Mar 01, 2018","17.960","16.350","16.465","16.090","0.56K","-0.71%"
"Feb 28, 2018","18.089","16.335","16.430","16.300","1.02K","0.11%"
"Feb 27, 2018","18.069","16.610","16.650","16.260","23.90K","-0.96%"
"Feb 26, 2018","18.244","16.542","16.542","16.542","-","10.91%"
"Feb 25, 2018","16.450","16.455","16.480","16.445","-","-9.47%"
"Feb 23, 2018","18.170","16.550","16.555","16.550","0.02K","-0.49%"
"Feb 22, 2018","18.260","16.570","16.570","16.570","0.02K","-0.21%"
"Feb 21, 2018","18.298","16.604","16.604","16.604","-","0.96%"
"Feb 20, 2018","18.124","16.425","16.425","16.425","0.03K","9.11%"
"Feb 19, 2018","16.610","16.600","16.690","16.570","-","0.03%"
"Feb 18, 2018","16.605","16.600","16.645","16.595","-","-9.78%"
"Feb 16, 2018","18.406","16.695","16.695","16.695","0.00K","-0.43%"
"Feb 15, 2018","18.485","16.777","16.777","16.777","0.02K","-0.37%"
"Feb 14, 2018","18.554","16.858","16.858","16.858","0.20K","1.89%"
"Feb 13, 2018","18.209","16.507","16.507","16.507","0.00K","-0.26%"
"Feb 12, 2018","18.257","16.375","16.375","16.345","0.00K","11.87%"
"Feb 11, 2018","16.320","16.295","16.325","16.280","-","-8.47%"
"Feb 09, 2018","17.831","16.116","16.116","16.116","0.02K","-1.19%"
"Feb 08, 2018","18.045","16.314","16.314","16.314","0.01K","0.55%"
"Feb 07, 2018","17.946","16.630","16.630","16.630","0.00K","-1.93%"
"Feb 06, 2018","18.299","16.705","16.705","16.540","0.21K","-0.49%"
"Feb 05, 2018","18.390","16.639","16.639","16.639","0.01K","10.82%"
"Feb 04, 2018","16.595","16.555","16.625","16.515","-","-9.98%"
